Link,grandeur,timestamp,type,unite,value
Volvic#21,ligneRouteCapa,2018-06-04 12:00:00,road,camions,4.251494494600067
Volvic#21,ligneRouteCapa,2018-06-11 12:00:00,road,camions,4.229467711915895
Volvic#21,ligneRouteCapa,2018-06-18 12:00:00,road,camions,4.229467711915895
Volvic#21,ligneRouteCapa,2018-06-25 12:00:00,road,camions,4.229467711915895
StQuentinChesnes#21,ligneRouteCapa,2018-01-15 12:00:00,road,camions,6.713669244996773
StQuentinChesnes#21,ligneRouteCapa,2018-01-22 12:00:00,road,camions,6.713669244996773
StQuentinChesnes#21,ligneRouteCapa,2018-01-29 12:00:00,road,camions,6.713669244996773
StQuentinChesnes#21,ligneRouteCapa,2018-02-05 12:00:00,road,camions,6.741309687475384
StQuentinChesnes#21,ligneRouteCapa,2018-02-12 12:00:00,road,camions,6.741309687475384
StQuentinChesnes#21,ligneRouteCapa,2018-02-19 12:00:00,road,camions,6.741309687475384
StQuentinChesnes#21,ligneRouteCapa,2018-02-26 12:00:00,road,camions,6.741309687475384
StQuentinChesnes#21,ligneRouteCapa,2018-03-05 12:00:00,road,camions,6.7066659143078855
StQuentinChesnes#21,ligneRouteCapa,2018-03-12 12:00:00,road,camions,6.7066659143078855
StQuentinChesnes#21,ligneRouteCapa,2018-03-19 12:00:00,road,camions,6.7066659143078855
StQuentinChesnes#21,ligneRouteCapa,2018-03-26 12:00:00,road,camions,6.7066659143078855
StQuentinChesnes#21,ligneRouteCapa,2018-04-02 12:00:00,road,camions,5.365332731446308
StQuentinChesnes#21,ligneRouteCapa,2018-04-09 12:00:00,road,camions,6.262555922310848
StQuentinChesnes#21,ligneRouteCapa,2018-04-16 12:00:00,road,camions,6.262555922310848
StQuentinChesnes#21,ligneRouteCapa,2018-04-23 12:00:00,road,camions,6.262555922310848
StQuentinChesnes#21,ligneRouteCapa,2018-04-30 12:00:00,road,camions,5.010044737848677
StQuentinChesnes#21,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.9399999999999995
StQuentinChesnes#21,ligneRouteCapa,2018-05-14 12:00:00,road,camions,5.6
StQuentinChesnes#21,ligneRouteCapa,2018-05-21 12:00:00,road,camions,4.7616738339520746
StQuentinChesnes#21,ligneRouteCapa,2018-05-28 12:00:00,road,camions,5.952092292440093
StQuentinChesnes#21,ligneRouteCapa,2018-06-04 12:00:00,road,camions,5.952092292440093
StQuentinChesnes#21,ligneRouteCapa,2018-06-11 12:00:00,road,camions,5.921254796682253
StQuentinChesnes#21,ligneRouteCapa,2018-06-18 12:00:00,road,camions,5.921254796682253
StQuentinChesnes#21,ligneRouteCapa,2018-06-25 12:00:00,road,camions,5.921254796682253
StQuentinTotem#21,ligneRouteCapa,2018-01-15 12:00:00,road,camions,6.713669244996773
StQuentinTotem#21,ligneRouteCapa,2018-01-22 12:00:00,road,camions,6.713669244996773
StQuentinTotem#21,ligneRouteCapa,2018-01-29 12:00:00,road,camions,6.713669244996773
StQuentinTotem#21,ligneRouteCapa,2018-02-05 12:00:00,road,camions,6.741309687475384
StQuentinTotem#21,ligneRouteCapa,2018-02-12 12:00:00,road,camions,6.741309687475384
StQuentinTotem#21,ligneRouteCapa,2018-02-19 12:00:00,road,camions,6.741309687475384
StQuentinTotem#21,ligneRouteCapa,2018-02-26 12:00:00,road,camions,6.741309687475384
StQuentinTotem#21,ligneRouteCapa,2018-03-05 12:00:00,road,camions,6.7066659143078855
StQuentinTotem#21,ligneRouteCapa,2018-03-12 12:00:00,road,camions,6.7066659143078855
StQuentinTotem#21,ligneRouteCapa,2018-03-19 12:00:00,road,camions,6.7066659143078855
StQuentinTotem#21,ligneRouteCapa,2018-03-26 12:00:00,road,camions,6.7066659143078855
StQuentinTotem#21,ligneRouteCapa,2018-04-02 12:00:00,road,camions,5.365332731446308
StQuentinTotem#21,ligneRouteCapa,2018-04-09 12:00:00,road,camions,6.262555922310848
StQuentinTotem#21,ligneRouteCapa,2018-04-16 12:00:00,road,camions,6.262555922310848
StQuentinTotem#21,ligneRouteCapa,2018-04-23 12:00:00,road,camions,6.262555922310848
StQuentinTotem#21,ligneRouteCapa,2018-04-30 12:00:00,road,camions,5.010044737848677
StQuentinTotem#21,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.9399999999999995
StQuentinTotem#21,ligneRouteCapa,2018-05-14 12:00:00,road,camions,5.6
StQuentinTotem#21,ligneRouteCapa,2018-05-21 12:00:00,road,camions,4.7616738339520746
StQuentinTotem#21,ligneRouteCapa,2018-05-28 12:00:00,road,camions,5.952092292440093
StQuentinTotem#21,ligneRouteCapa,2018-06-04 12:00:00,road,camions,5.952092292440093
StQuentinTotem#21,ligneRouteCapa,2018-06-11 12:00:00,road,camions,5.921254796682253
StQuentinTotem#21,ligneRouteCapa,2018-06-18 12:00:00,road,camions,5.921254796682253
StQuentinTotem#21,ligneRouteCapa,2018-06-25 12:00:00,road,camions,5.921254796682253
Badoit#21,ligneRouteCapa,2018-01-15 12:00:00,road,camions,9.590956064281103
Badoit#21,ligneRouteCapa,2018-01-22 12:00:00,road,camions,9.590956064281103
Badoit#21,ligneRouteCapa,2018-01-29 12:00:00,road,camions,9.590956064281103
Badoit#21,ligneRouteCapa,2018-02-05 12:00:00,road,camions,9.630442410679118
Badoit#21,ligneRouteCapa,2018-02-12 12:00:00,road,camions,9.630442410679118
Badoit#21,ligneRouteCapa,2018-02-19 12:00:00,road,camions,9.630442410679118
Badoit#21,ligneRouteCapa,2018-02-26 12:00:00,road,camions,9.630442410679118
Badoit#21,ligneRouteCapa,2018-03-05 12:00:00,road,camions,9.58095130615412
Badoit#21,ligneRouteCapa,2018-03-12 12:00:00,road,camions,9.58095130615412
Badoit#21,ligneRouteCapa,2018-03-19 12:00:00,road,camions,9.58095130615412
Badoit#21,ligneRouteCapa,2018-03-26 12:00:00,road,camions,9.58095130615412
Badoit#21,ligneRouteCapa,2018-04-02 12:00:00,road,camions,7.664761044923298
Badoit#21,ligneRouteCapa,2018-04-09 12:00:00,road,camions,8.946508460444068
Badoit#21,ligneRouteCapa,2018-04-16 12:00:00,road,camions,8.946508460444068
Badoit#21,ligneRouteCapa,2018-04-23 12:00:00,road,camions,8.946508460444068
Badoit#21,ligneRouteCapa,2018-04-30 12:00:00,road,camions,7.157206768355254
Badoit#21,ligneRouteCapa,2018-05-07 12:00:00,road,camions,4.199999999999998
Badoit#21,ligneRouteCapa,2018-05-14 12:00:00,road,camions,8.0
Badoit#21,ligneRouteCapa,2018-05-21 12:00:00,road,camions,6.802391191360107
Badoit#21,ligneRouteCapa,2018-05-28 12:00:00,road,camions,8.502988989200134
Badoit#21,ligneRouteCapa,2018-06-04 12:00:00,road,camions,8.502988989200134
Badoit#21,ligneRouteCapa,2018-06-11 12:00:00,road,camions,8.45893542383179
Badoit#21,ligneRouteCapa,2018-06-18 12:00:00,road,camions,8.45893542383179
Badoit#21,ligneRouteCapa,2018-06-25 12:00:00,road,camions,8.45893542383179
Salvetat#21,ligneRouteCapa,2018-01-15 12:00:00,road,camions,9.590956064281103
Salvetat#21,ligneRouteCapa,2018-01-22 12:00:00,road,camions,9.590956064281103
Salvetat#21,ligneRouteCapa,2018-01-29 12:00:00,road,camions,9.590956064281103
Salvetat#21,ligneRouteCapa,2018-02-05 12:00:00,road,camions,9.630442410679118
Salvetat#21,ligneRouteCapa,2018-02-12 12:00:00,road,camions,9.630442410679118
Salvetat#21,ligneRouteCapa,2018-02-19 12:00:00,road,camions,9.630442410679118
Salvetat#21,ligneRouteCapa,2018-02-26 12:00:00,road,camions,9.630442410679118
Salvetat#21,ligneRouteCapa,2018-03-05 12:00:00,road,camions,9.58095130615412
Salvetat#21,ligneRouteCapa,2018-03-12 12:00:00,road,camions,9.58095130615412
Salvetat#21,ligneRouteCapa,2018-03-19 12:00:00,road,camions,9.58095130615412
Salvetat#21,ligneRouteCapa,2018-03-26 12:00:00,road,camions,9.58095130615412
Salvetat#21,ligneRouteCapa,2018-04-02 12:00:00,road,camions,7.664761044923298
Salvetat#21,ligneRouteCapa,2018-04-09 12:00:00,road,camions,8.946508460444068
Salvetat#21,ligneRouteCapa,2018-04-16 12:00:00,road,camions,8.946508460444068
Salvetat#21,ligneRouteCapa,2018-04-23 12:00:00,road,camions,8.946508460444068
Salvetat#21,ligneRouteCapa,2018-04-30 12:00:00,road,camions,7.157206768355254
Salvetat#21,ligneRouteCapa,2018-05-07 12:00:00,road,camions,4.199999999999998
Salvetat#21,ligneRouteCapa,2018-05-14 12:00:00,road,camions,8.0
Salvetat#21,ligneRouteCapa,2018-05-21 12:00:00,road,camions,6.802391191360107
Salvetat#21,ligneRouteCapa,2018-05-28 12:00:00,road,camions,8.502988989200134
Salvetat#21,ligneRouteCapa,2018-06-04 12:00:00,road,camions,8.502988989200134
Salvetat#21,ligneRouteCapa,2018-06-11 12:00:00,road,camions,8.45893542383179
Salvetat#21,ligneRouteCapa,2018-06-18 12:00:00,road,camions,8.45893542383179
Salvetat#21,ligneRouteCapa,2018-06-25 12:00:00,road,camions,8.45893542383179
Rumilly#21,ligneRouteCapa,2018-01-15 12:00:00,road,camions,0.9590956064281104
Rumilly#21,ligneRouteCapa,2018-01-22 12:00:00,road,camions,0.9590956064281104
Rumilly#21,ligneRouteCapa,2018-01-29 12:00:00,road,camions,0.9590956064281104
Rumilly#21,ligneRouteCapa,2018-02-05 12:00:00,road,camions,0.963044241067912
Rumilly#21,ligneRouteCapa,2018-02-12 12:00:00,road,camions,0.963044241067912
Rumilly#21,ligneRouteCapa,2018-02-19 12:00:00,road,camions,0.963044241067912
Rumilly#21,ligneRouteCapa,2018-02-26 12:00:00,road,camions,0.963044241067912
Rumilly#21,ligneRouteCapa,2018-03-05 12:00:00,road,camions,0.9580951306154122
Rumilly#21,ligneRouteCapa,2018-03-12 12:00:00,road,camions,0.9580951306154122
Rumilly#21,ligneRouteCapa,2018-03-19 12:00:00,road,camions,0.9580951306154122
Rumilly#21,ligneRouteCapa,2018-03-26 12:00:00,road,camions,0.9580951306154122
Rumilly#21,ligneRouteCapa,2018-04-02 12:00:00,road,camions,0.7664761044923297
Rumilly#21,ligneRouteCapa,2018-04-09 12:00:00,road,camions,0.8946508460444067
Rumilly#21,ligneRouteCapa,2018-04-16 12:00:00,road,camions,0.8946508460444067
Rumilly#21,ligneRouteCapa,2018-04-23 12:00:00,road,camions,0.8946508460444067
Rumilly#21,ligneRouteCapa,2018-04-30 12:00:00,road,camions,0.7157206768355254
Rumilly#21,ligneRouteCapa,2018-05-07 12:00:00,road,camions,0.4199999999999999
Rumilly#21,ligneRouteCapa,2018-05-14 12:00:00,road,camions,0.8
Rumilly#21,ligneRouteCapa,2018-05-21 12:00:00,road,camions,0.6802391191360108
Rumilly#21,ligneRouteCapa,2018-05-28 12:00:00,road,camions,0.8502988989200134
Rumilly#21,ligneRouteCapa,2018-06-04 12:00:00,road,camions,0.8502988989200134
Rumilly#21,ligneRouteCapa,2018-06-11 12:00:00,road,camions,0.845893542383179
Rumilly#21,ligneRouteCapa,2018-06-18 12:00:00,road,camions,0.845893542383179
Rumilly#21,ligneRouteCapa,2018-06-25 12:00:00,road,camions,0.845893542383179
Corbas#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,4.795478032140553
Corbas#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,4.795478032140553
Corbas#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,4.795478032140553
Corbas#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,4.815221205339559
Corbas#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,4.815221205339559
Corbas#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,4.815221205339559
Corbas#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,4.815221205339559
Corbas#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,4.790475653077062
Corbas#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,4.790475653077062
Corbas#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,4.790475653077062
Corbas#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,4.790475653077062
Corbas#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,3.832380522461648
Corbas#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,4.473254230222033
Corbas#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,4.473254230222033
Corbas#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,4.473254230222033
Corbas#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,3.578603384177627
Corbas#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.1
Corbas#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,4.0
Corbas#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,3.4011955956800537
Corbas#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,4.251494494600067
Corbas#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,4.251494494600067
Corbas#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,4.229467711915895
Corbas#22,ligneRouteCapa,2018-06-18 12:00:00,road,camions,4.229467711915895
Corbas#22,ligneRouteCapa,2018-06-25 12:00:00,road,camions,4.229467711915895
Macon#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,4.795478032140553
Macon#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,4.795478032140553
Macon#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,4.795478032140553
Macon#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,4.815221205339559
Macon#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,4.815221205339559
Macon#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,4.815221205339559
Macon#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,4.815221205339559
Macon#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,4.790475653077062
Macon#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,4.790475653077062
Macon#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,4.790475653077062
Macon#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,4.790475653077062
Macon#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,3.832380522461648
Macon#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,4.473254230222033
Macon#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,4.473254230222033
Macon#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,4.473254230222033
Macon#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,3.578603384177627
Macon#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.1
Macon#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,4.0
Macon#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,3.4011955956800537
Macon#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,4.251494494600067
Macon#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,4.251494494600067
Macon#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,4.229467711915895
Macon#22,ligneRouteCapa,2018-06-18 12:00:00,road,camions,4.229467711915895
Macon#22,ligneRouteCapa,2018-06-25 12:00:00,road,camions,4.229467711915895
StQuentinChesnes#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,4.795478032140553
StQuentinChesnes#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,4.795478032140553
StQuentinChesnes#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,4.795478032140553
StQuentinChesnes#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,4.815221205339559
StQuentinChesnes#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,4.815221205339559
StQuentinChesnes#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,4.815221205339559
StQuentinChesnes#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,4.815221205339559
StQuentinChesnes#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,4.790475653077062
StQuentinChesnes#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,4.790475653077062
StQuentinChesnes#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,4.790475653077062
StQuentinChesnes#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,4.790475653077062
StQuentinChesnes#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,3.832380522461648
StQuentinChesnes#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,4.473254230222033
StQuentinChesnes#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,4.473254230222033
StQuentinChesnes#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,4.473254230222033
StQuentinChesnes#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,3.578603384177627
StQuentinChesnes#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.1
StQuentinChesnes#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,4.0
StQuentinChesnes#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,3.4011955956800537
StQuentinChesnes#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,4.251494494600067
StQuentinChesnes#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,4.251494494600067
StQuentinChesnes#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,4.229467711915895
StQuentinChesnes#22,ligneRouteCapa,2018-06-18 12:00:00,road,camions,4.229467711915895
StQuentinChesnes#22,ligneRouteCapa,2018-06-25 12:00:00,road,camions,4.229467711915895
StQuentinTotem#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,4.795478032140553
StQuentinTotem#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,4.795478032140553
StQuentinTotem#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,4.795478032140553
StQuentinTotem#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,4.815221205339559
StQuentinTotem#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,4.815221205339559
StQuentinTotem#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,4.815221205339559
StQuentinTotem#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,4.815221205339559
StQuentinTotem#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,4.790475653077062
StQuentinTotem#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,4.790475653077062
StQuentinTotem#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,4.790475653077062
StQuentinTotem#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,4.790475653077062
StQuentinTotem#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,3.832380522461648
StQuentinTotem#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,4.473254230222033
StQuentinTotem#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,4.473254230222033
StQuentinTotem#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,4.473254230222033
StQuentinTotem#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,3.578603384177627
StQuentinTotem#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.1
StQuentinTotem#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,4.0
StQuentinTotem#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,3.4011955956800537
StQuentinTotem#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,4.251494494600067
StQuentinTotem#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,4.251494494600067
StQuentinTotem#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,4.229467711915895
StQuentinTotem#22,ligneRouteCapa,2018-06-18 12:00:00,road,camions,4.229467711915895
StQuentinTotem#22,ligneRouteCapa,2018-06-25 12:00:00,road,camions,4.229467711915895
Rumilly#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,6.713669244996773
Rumilly#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,6.713669244996773
Rumilly#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,6.713669244996773
Rumilly#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,6.741309687475384
Rumilly#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,6.741309687475384
Rumilly#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,6.741309687475384
Rumilly#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,6.741309687475384
Rumilly#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,6.7066659143078855
Rumilly#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,6.7066659143078855
Rumilly#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,6.7066659143078855
Rumilly#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,6.7066659143078855
Rumilly#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,5.365332731446308
Rumilly#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,6.262555922310848
Rumilly#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,6.262555922310848
Rumilly#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,6.262555922310848
Rumilly#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,5.010044737848677
Rumilly#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,2.9399999999999995
Rumilly#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,5.6
Rumilly#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,4.7616738339520746
Rumilly#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,5.952092292440093
Rumilly#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,5.952092292440093
Rumilly#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,5.921254796682253
Rumilly#22,ligneRouteCapa,2018-06-18 12:00:00,road,camions,5.921254796682253
Rumilly#22,ligneRouteCapa,2018-06-25 12:00:00,road,camions,5.921254796682253
Amberieu#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,14.38643409642166
Amberieu#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,14.38643409642166
Amberieu#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,14.38643409642166
Amberieu#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,14.445663616018678
Amberieu#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,14.445663616018678
Amberieu#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,14.445663616018678
Amberieu#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,14.445663616018678
Amberieu#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,14.371426959231188
Amberieu#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,14.371426959231188
Amberieu#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,14.371426959231188
Amberieu#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,14.371426959231188
Amberieu#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,11.497141567384947
Amberieu#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,13.419762690666099
Amberieu#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,13.419762690666099
Amberieu#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,13.419762690666099
Amberieu#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,10.73581015253288
Amberieu#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,6.299999999999999
Amberieu#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,12.0
Amberieu#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,10.203586787040159
Amberieu#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,12.754483483800199
Amberieu#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,12.754483483800199
Amberieu#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,12.688403135747686
Amberieu#22,ligneRouteCapa,2018-06-18 12:00:00,road,camions,12.688403135747686
Amberieu#22,ligneRouteCapa,2018-06-25 12:00:00,road,camions,12.688403135747686
Rennes#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,14.38643409642166
Rennes#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,14.38643409642166
Rennes#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,14.38643409642166
Rennes#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,14.445663616018678
Rennes#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,14.445663616018678
Rennes#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,14.445663616018678
Rennes#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,14.445663616018678
Rennes#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,14.371426959231188
Rennes#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,14.371426959231188
Rennes#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,14.371426959231188
Rennes#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,14.371426959231188
Rennes#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,11.497141567384947
Rennes#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,13.419762690666099
Rennes#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,13.419762690666099
Rennes#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,13.419762690666099
Rennes#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,10.73581015253288
Rennes#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,6.299999999999999
Rennes#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,12.0
Rennes#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,10.203586787040159
Rennes#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,12.754483483800199
Rennes#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,12.754483483800199
Rennes#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,12.688403135747686
Rennes#22,ligneRouteCapa,2018-06-18 12:00:00,road,camions,12.688403135747686
Rennes#22,ligneRouteCapa,2018-06-25 12:00:00,road,camions,12.688403135747686
Evian#22,ligneRouteCapa,2018-01-15 12:00:00,road,camions,16.304625309277878
Evian#22,ligneRouteCapa,2018-01-22 12:00:00,road,camions,16.304625309277878
Evian#22,ligneRouteCapa,2018-01-29 12:00:00,road,camions,16.304625309277878
Evian#22,ligneRouteCapa,2018-02-05 12:00:00,road,camions,16.3717520981545
Evian#22,ligneRouteCapa,2018-02-12 12:00:00,road,camions,16.3717520981545
Evian#22,ligneRouteCapa,2018-02-19 12:00:00,road,camions,16.3717520981545
Evian#22,ligneRouteCapa,2018-02-26 12:00:00,road,camions,16.3717520981545
Evian#22,ligneRouteCapa,2018-03-05 12:00:00,road,camions,16.287617220462007
Evian#22,ligneRouteCapa,2018-03-12 12:00:00,road,camions,16.287617220462007
Evian#22,ligneRouteCapa,2018-03-19 12:00:00,road,camions,16.287617220462007
Evian#22,ligneRouteCapa,2018-03-26 12:00:00,road,camions,16.287617220462007
Evian#22,ligneRouteCapa,2018-04-02 12:00:00,road,camions,13.030093776369606
Evian#22,ligneRouteCapa,2018-04-09 12:00:00,road,camions,15.209064382754912
Evian#22,ligneRouteCapa,2018-04-16 12:00:00,road,camions,15.209064382754912
Evian#22,ligneRouteCapa,2018-04-23 12:00:00,road,camions,15.209064382754912
Evian#22,ligneRouteCapa,2018-04-30 12:00:00,road,camions,12.16725150620393
Evian#22,ligneRouteCapa,2018-05-07 12:00:00,road,camions,7.139999999999999
Evian#22,ligneRouteCapa,2018-05-14 12:00:00,road,camions,13.6
Evian#22,ligneRouteCapa,2018-05-21 12:00:00,road,camions,11.56406502531218
Evian#22,ligneRouteCapa,2018-05-28 12:00:00,road,camions,14.455081281640227
Evian#22,ligneRouteCapa,2018-06-04 12:00:00,road,camions,14.455081281640227
Evian#22,ligneRouteCapa,2018-06-11 12:00:00,road,camions,14.38019022051404
